"","x","y"
"1",-2.50847293215,48.04152722565
"2",2.07486038285,50.12486055065
"3",5.40819370285,49.70819388565
"4",22.90819363285,46.37486056565
"5",74.99152675785,36.37486060565
"6",69.57486011285,57.62486052065
"7",24.99152695785,49.70819388565
"8",65.82486012785,50.95819388065
"9",64.99152679785,40.95819392065
"10",72.07486010285,49.29152722065
"11",62.90819347285,39.29152726065
"12",36.65819357785,53.45819387065
"13",46.65819353785,55.12486053065
"14",38.74152690285,25.12486065065
"15",14.99152699785,50.54152721565
"16",28.74152694285,23.04152732565
"17",64.99152679785,55.95819386065
"18",60.40819348285,48.04152722565
"19",63.32486013785,68.45819381065
"20",41.65819355785,63.87486049565
"21",68.32486011785,41.79152725065
"22",77.90819341285,64.29152716065
"23",68.32486011785,66.37486048565
"24",62.49152680785,52.62486054065
"25",43.32486021785,65.54152715565
"26",25.40819362285,62.62486050065
"27",18.74152698285,27.20819397565
"28",7.07486036285,35.95819394065
"29",1.65819371785,45.95819390065
"30",49.57486019285,51.79152721065
"31",74.15819342785,45.95819390065
"32",-5.42513958715,56.37486052565
"33",-0.425139607149998,43.04152724565
"34",41.65819355785,42.20819391565
"35",53.32486017785,70.95819380065
"36",17.07486032285,23.04152732565
"37",27.07486028285,57.20819385565
"38",57.90819349285,33.45819395065
"39",68.32486011785,52.20819387565
"40",59.99152681785,41.37486058565
"41",88.32486003785,43.87486057565
"42",27.07486028285,58.04152718565
"43",34.57486025285,67.62486048065
"44",-7.09180624715,40.54152725565
"45",56.65819349785,51.37486054565
"46",21.65819363785,42.62486058065
"47",76.24152675285,44.70819390565
"48",22.90819363285,29.70819396565
"49",75.40819342285,71.79152713065
"50",77.90819341285,61.79152717065
"51",63.32486013785,45.54152723565
"52",-2.09180626715,40.54152725565
"53",56.24152683285,46.37486056565
"54",32.07486026285,55.54152719565
"55",82.07486006285,66.79152715065
"56",-2.09180626715,53.04152720565
"57",-2.92513959715,58.45819385065
"58",25.82486028785,28.04152730565
"59",55.40819350285,43.45819391065
"60",60.40819348285,56.37486052565
"61",45.40819354285,30.12486063065
"62",54.57486017285,59.29152718065
"63",69.99152677785,33.87486061565
"64",83.74152672285,60.12486051065
"65",12.49152700785,25.95819398065
"66",19.15819364785,64.70819382565
"67",55.40819350285,61.79152717065
"68",73.74152676285,66.37486048565
"69",27.49152694785,44.70819390565
"70",10.40819368285,35.12486061065
"71",85.82486004785,53.04152720565
"72",34.57486025285,47.20819389565
"73",72.49152676785,59.70819384565
"74",70.82486010785,60.12486051065
"75",38.74152690285,53.87486053565
"76",32.07486026285,48.45819389065
"77",-0.841806272149997,49.29152722065
"78",72.07486010285,43.45819391065
"79",21.65819363785,23.87486065565
"80",71.24152677285,41.37486058565
"81",-2.09180626715,52.20819387565
"82",80.40819340285,65.54152715565
"83",42.49152688785,51.37486054565
"84",70.82486010785,50.54152721565
"85",79.99152673785,67.20819381565
"86",34.15819358785,51.37486054565
"87",56.24152683285,51.79152721065
"88",55.82486016785,39.29152726065
"89",43.32486021785,40.12486059065
"90",57.90819349285,38.04152726565
"91",9.15819368785001,32.62486062065
"92",40.40819356285,30.95819396065
"93",29.15819360785,66.79152715065
"94",12.49152700785,50.54152721565
"95",39.99152689785,31.79152729065
"96",42.07486022285,37.62486060065
"97",-0.0084729421499965,49.29152722065
"98",59.57486015285,68.87486047565
"99",36.24152691285,48.87486055565
"100",54.99152683785,40.95819392065
